"Statistic Label","Quarter","Sex","Education Attainment Level","Age Group","UNIT","VALUE"
"Employment rate","2022Q4","Female","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2022Q4","Female","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","All ages","%","37.6"
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","37.8"
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%",""
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","56.2"
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%",""
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","41.4"
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","42.4"
"Employment rate","2022Q4","Female","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","34.8"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","66"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","63.8"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","69.1"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","68.6"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","68.3"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","64.7"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","68.6"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","70.6"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","70.1"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","67.2"
"Employment rate","2022Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","54"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","All ages","%","83.3"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","20 - 24 years","%","77.9"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","25 - 29 years","%","89"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","25 - 54 years","%","86.2"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","30 - 34 years","%","88.3"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","35 - 39 years","%","83.9"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","40 - 44 years","%","85"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","45 - 49 years","%","86.3"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","50 - 54 years","%","85.7"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","55 - 59 years","%","78.8"
"Employment rate","2022Q4","Female","Tertiary education (Levels 5-8)","60 - 64 years","%","55.8"
"Employment rate","2022Q4","Female","Level of education - not stated","All ages","%","66.6"
"Employment rate","2022Q4","Female","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","25 - 54 years","%","72.1"
"Employment rate","2022Q4","Female","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2022Q4","Female","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","All ages","%","78.9"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","20 - 24 years","%","69"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","25 - 29 years","%","80.1"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","25 - 54 years","%","83.3"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","30 - 34 years","%","83.6"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","35 - 39 years","%","83.9"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","40 - 44 years","%","85.1"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","45 - 49 years","%","84.9"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","50 - 54 years","%","81"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","55 - 59 years","%","74.9"
"Employment rate","2023Q1","Both sexes","Levels of Education (Levels  0-8)","60 - 64 years","%","60.1"
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","All ages","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2023Q1","Both sexes","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","All ages","%","56.2"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","57.3"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%","48.1"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","55.8"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","63.7"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","60.6"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","60.1"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","57.8"
"Employment rate","2023Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","53.2"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","75.1"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","65.3"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","74.5"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","79.8"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","77.5"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","78.6"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","83.3"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","83.9"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","79.8"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","75.6"
"Employment rate","2023Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","62.3"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","All ages","%","87.3"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","20 - 24 years","%","82.5"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","25 - 29 years","%","87.5"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","25 - 54 years","%","89.7"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","30 - 34 years","%","91.1"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","35 - 39 years","%","90.5"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","40 - 44 years","%","89.1"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","45 - 49 years","%","90.6"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","50 - 54 years","%","89.2"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","55 - 59 years","%","85"
"Employment rate","2023Q1","Both sexes","Tertiary education (Levels 5-8)","60 - 64 years","%","63.3"
"Employment rate","2023Q1","Both sexes","Level of education - not stated","All ages","%","67.8"
"Employment rate","2023Q1","Both sexes","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2023Q1","Both sexes","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2023Q1","Both sexes","Level of education - not stated","25 - 54 years","%","71.4"
"Employment rate","2023Q1","Both sexes","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2023Q1","Both sexes","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2023Q1","Both sexes","Level of education - not stated","40 - 44 years","%","82.8"
"Employment rate","2023Q1","Both sexes","Level of education - not stated","45 - 49 years","%","66.7"
"Employment rate","2023Q1","Both sexes","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2023Q1","Both sexes","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2023Q1","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","All ages","%","84.1"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","70.1"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","81.4"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","88.8"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","89.9"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","90.8"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","40 - 44 years","%","90.9"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","45 - 49 years","%","90.3"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","50 - 54 years","%","88.2"
"Employment rate","2023Q1","Male","Levels of Education (Levels  0-8)","55 - 59 years","%","80.4"
