Quarter,Sex,Education Attainment Level,Age Group,Employment_Rate,Unemployment_Rate,Long_term_Unemployment_Rate
2022Q4,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,85.2,,
2022Q4,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,83.2,,
2022Q4,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,80.9,,
2022Q4,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,74.1,,
2022Q4,Both sexes,Levels of Education (Levels  0-8),55 - 74 years,,3.0,1.4
2022Q4,Both sexes,Levels of Education (Levels  0-8),60 - 64 years,60.1,,
2022Q4,Both sexes,Levels of Education (Levels  0-8),All ages,78.4,4.1,1.3
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),15 - 24 years,,16.7,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 54 years,55.3,7.6,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),30 - 34 years,42.7,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),35 - 39 years,52.9,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),40 - 44 years,68.6,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),45 - 49 years,54.3,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),50 - 54 years,58.4,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 59 years,54.7,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),60 - 64 years,52.5,,
2022Q4,Both sexes,Primary and lower secondary education (Levels 1-2),All ages,53.8,7.9,3.4
2022Q4,Both sexes,Tertiary education (Levels 5-8),15 - 24 years,,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),20 - 24 years,79.1,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),25 - 29 years,90.3,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),25 - 54 years,89.9,2.7,0.6
2022Q4,Both sexes,Tertiary education (Levels 5-8),30 - 34 years,90.3,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),35 - 39 years,88.6,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),40 - 44 years,89.9,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),45 - 49 years,90.1,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),50 - 54 years,90.3,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),55 - 59 years,83.5,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),55 - 74 years,,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),60 - 64 years,64.2,,
2022Q4,Both sexes,Tertiary education (Levels 5-8),All ages,87.1,3.0,0.7
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,7.4,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,65.4,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,75.5,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,78.4,4.6,1.8
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,75.0,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,78.6,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,80.5,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,81.5,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,78.2,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,76.1,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,3.3,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,61.7,,
2022Q4,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,74.2,4.9,1.6
2022Q4,Female,Less than primary (Level 0),15 - 24 years,,,
2022Q4,Female,Less than primary (Level 0),20 - 24 years,,,
2022Q4,Female,Less than primary (Level 0),25 - 29 years,,,
2022Q4,Female,Less than primary (Level 0),25 - 54 years,,,
2022Q4,Female,Less than primary (Level 0),30 - 34 years,,,
2022Q4,Female,Less than primary (Level 0),35 - 39 years,,,
2022Q4,Female,Less than primary (Level 0),40 - 44 years,,,
2022Q4,Female,Less than primary (Level 0),45 - 49 years,,,
2022Q4,Female,Less than primary (Level 0),50 - 54 years,,,
2022Q4,Female,Less than primary (Level 0),55 - 59 years,,,
2022Q4,Female,Less than primary (Level 0),55 - 74 years,,,
2022Q4,Female,Less than primary (Level 0),60 - 64 years,,,
2022Q4,Female,Less than primary (Level 0),All ages,,,
2022Q4,Female,Level of education - not stated,15 - 24 years,,,
2022Q4,Female,Level of education - not stated,20 - 24 years,,,
2022Q4,Female,Level of education - not stated,25 - 29 years,,,
2022Q4,Female,Level of education - not stated,25 - 54 years,72.1,,
2022Q4,Female,Level of education - not stated,30 - 34 years,,,
2022Q4,Female,Level of education - not stated,35 - 39 years,,,
2022Q4,Female,Level of education - not stated,40 - 44 years,,,
2022Q4,Female,Level of education - not stated,45 - 49 years,,,
2022Q4,Female,Level of education - not stated,50 - 54 years,,,
2022Q4,Female,Level of education - not stated,55 - 59 years,,,
2022Q4,Female,Level of education - not stated,55 - 74 years,,,
2022Q4,Female,Level of education - not stated,60 - 64 years,,,
2022Q4,Female,Level of education - not stated,All ages,66.6,,
2022Q4,Female,Levels of Education (Levels  0-8),15 - 24 years,,8.7,
2022Q4,Female,Levels of Education (Levels  0-8),20 - 24 years,66.0,,
2022Q4,Female,Levels of Education (Levels  0-8),25 - 29 years,79.9,,
2022Q4,Female,Levels of Education (Levels  0-8),25 - 54 years,77.3,3.7,1.1
2022Q4,Female,Levels of Education (Levels  0-8),30 - 34 years,78.4,,
2022Q4,Female,Levels of Education (Levels  0-8),35 - 39 years,75.7,,
2022Q4,Female,Levels of Education (Levels  0-8),40 - 44 years,78.8,,
2022Q4,Female,Levels of Education (Levels  0-8),45 - 49 years,76.7,,
2022Q4,Female,Levels of Education (Levels  0-8),50 - 54 years,74.6,,
2022Q4,Female,Levels of Education (Levels  0-8),55 - 59 years,67.5,,
2022Q4,Female,Levels of Education (Levels  0-8),55 - 74 years,,3.5,
2022Q4,Female,Levels of Education (Levels  0-8),60 - 64 years,50.6,,
2022Q4,Female,Levels of Education (Levels  0-8),All ages,72.8,4.3,1.1
2022Q4,Female,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),25 - 54 years,37.8,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),40 - 44 years,56.2,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),45 - 49 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),50 - 54 years,41.4,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),55 - 59 years,42.4,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),60 - 64 years,34.8,,
2022Q4,Female,Primary and lower secondary education (Levels 1-2),All ages,37.6,9.3,
2022Q4,Female,Tertiary education (Levels 5-8),15 - 24 years,,,
2022Q4,Female,Tertiary education (Levels 5-8),20 - 24 years,77.9,,
2022Q4,Female,Tertiary education (Levels 5-8),25 - 29 years,89.0,,
2022Q4,Female,Tertiary education (Levels 5-8),25 - 54 years,86.2,2.9,
2022Q4,Female,Tertiary education (Levels 5-8),30 - 34 years,88.3,,
2022Q4,Female,Tertiary education (Levels 5-8),35 - 39 years,83.9,,
2022Q4,Female,Tertiary education (Levels 5-8),40 - 44 years,85.0,,
2022Q4,Female,Tertiary education (Levels 5-8),45 - 49 years,86.3,,
2022Q4,Female,Tertiary education (Levels 5-8),50 - 54 years,85.7,,
2022Q4,Female,Tertiary education (Levels 5-8),55 - 59 years,78.8,,
2022Q4,Female,Tertiary education (Levels 5-8),55 - 74 years,,,
2022Q4,Female,Tertiary education (Levels 5-8),60 - 64 years,55.8,,
2022Q4,Female,Tertiary education (Levels 5-8),All ages,83.3,3.1,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,7.2,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,63.8,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,69.1,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,68.6,5.3,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,68.3,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,64.7,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,68.6,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,70.6,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,70.1,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,67.2,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,54.0,,
2022Q4,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,66.0,5.4,1.6
2022Q4,Male,Less than primary (Level 0),15 - 24 years,,,
2022Q4,Male,Less than primary (Level 0),20 - 24 years,,,
2022Q4,Male,Less than primary (Level 0),25 - 29 years,,,
2022Q4,Male,Less than primary (Level 0),25 - 54 years,,,
2022Q4,Male,Less than primary (Level 0),30 - 34 years,,,
2022Q4,Male,Less than primary (Level 0),35 - 39 years,,,
2022Q4,Male,Less than primary (Level 0),40 - 44 years,,,
2022Q4,Male,Less than primary (Level 0),45 - 49 years,,,
2022Q4,Male,Less than primary (Level 0),50 - 54 years,,,
2022Q4,Male,Less than primary (Level 0),55 - 59 years,,,
2022Q4,Male,Less than primary (Level 0),55 - 74 years,,,
2022Q4,Male,Less than primary (Level 0),60 - 64 years,,,
2022Q4,Male,Less than primary (Level 0),All ages,,,
2022Q4,Male,Level of education - not stated,15 - 24 years,,,
2022Q4,Male,Level of education - not stated,20 - 24 years,,,
2022Q4,Male,Level of education - not stated,25 - 29 years,,,
2022Q4,Male,Level of education - not stated,25 - 54 years,80.4,,
2022Q4,Male,Level of education - not stated,30 - 34 years,,,
2022Q4,Male,Level of education - not stated,35 - 39 years,,,
2022Q4,Male,Level of education - not stated,40 - 44 years,,,
2022Q4,Male,Level of education - not stated,45 - 49 years,,,
2022Q4,Male,Level of education - not stated,50 - 54 years,,,
2022Q4,Male,Level of education - not stated,55 - 59 years,,,
2022Q4,Male,Level of education - not stated,55 - 74 years,,,
2022Q4,Male,Level of education - not stated,60 - 64 years,,,
2022Q4,Male,Level of education - not stated,All ages,73.9,,
2022Q4,Male,Levels of Education (Levels  0-8),15 - 24 years,,9.5,
2022Q4,Male,Levels of Education (Levels  0-8),20 - 24 years,68.7,,
2022Q4,Male,Levels of Education (Levels  0-8),25 - 29 years,85.6,,
2022Q4,Male,Levels of Education (Levels  0-8),25 - 54 years,88.8,3.4,1.2
2022Q4,Male,Levels of Education (Levels  0-8),30 - 34 years,85.9,,
2022Q4,Male,Levels of Education (Levels  0-8),35 - 39 years,90.5,,
2022Q4,Male,Levels of Education (Levels  0-8),40 - 44 years,92.0,,
2022Q4,Male,Levels of Education (Levels  0-8),45 - 49 years,89.9,,
2022Q4,Male,Levels of Education (Levels  0-8),50 - 54 years,87.3,,
2022Q4,Male,Levels of Education (Levels  0-8),55 - 59 years,80.8,,
2022Q4,Male,Levels of Education (Levels  0-8),55 - 74 years,,2.7,
2022Q4,Male,Levels of Education (Levels  0-8),60 - 64 years,70.0,,
2022Q4,Male,Levels of Education (Levels  0-8),All ages,84.1,4.0,1.4
2022Q4,Male,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),25 - 54 years,67.7,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),35 - 39 years,65.9,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),40 - 44 years,77.6,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),45 - 49 years,71.2,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),50 - 54 years,69.2,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),55 - 59 years,63.5,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),60 - 64 years,66.5,,
2022Q4,Male,Primary and lower secondary education (Levels 1-2),All ages,65.6,7.2,
2022Q4,Male,Tertiary education (Levels 5-8),15 - 24 years,,,
2022Q4,Male,Tertiary education (Levels 5-8),20 - 24 years,80.4,,
2022Q4,Male,Tertiary education (Levels 5-8),25 - 29 years,91.9,,
2022Q4,Male,Tertiary education (Levels 5-8),25 - 54 years,94.3,2.6,
2022Q4,Male,Tertiary education (Levels 5-8),30 - 34 years,92.6,,
2022Q4,Male,Tertiary education (Levels 5-8),35 - 39 years,94.5,,
2022Q4,Male,Tertiary education (Levels 5-8),40 - 44 years,96.2,,
2022Q4,Male,Tertiary education (Levels 5-8),45 - 49 years,95.0,,
2022Q4,Male,Tertiary education (Levels 5-8),50 - 54 years,95.5,,
2022Q4,Male,Tertiary education (Levels 5-8),55 - 59 years,89.2,,
2022Q4,Male,Tertiary education (Levels 5-8),55 - 74 years,,,
2022Q4,Male,Tertiary education (Levels 5-8),60 - 64 years,73.4,,
2022Q4,Male,Tertiary education (Levels 5-8),All ages,91.7,2.8,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,7.5,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,67.1,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,80.6,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,87.2,4.1,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,82.1,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,90.8,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,90.4,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,90.4,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,86.5,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,85.3,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,70.6,,
2022Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,82.0,4.5,1.7
2023Q1,Both sexes,Less than primary (Level 0),15 - 24 years,,,
2023Q1,Both sexes,Less than primary (Level 0),20 - 24 years,,,
2023Q1,Both sexes,Less than primary (Level 0),25 - 29 years,,,
2023Q1,Both sexes,Less than primary (Level 0),25 - 54 years,,,
2023Q1,Both sexes,Less than primary (Level 0),30 - 34 years,,,
2023Q1,Both sexes,Less than primary (Level 0),35 - 39 years,,,
2023Q1,Both sexes,Less than primary (Level 0),40 - 44 years,,,
2023Q1,Both sexes,Less than primary (Level 0),45 - 49 years,,,
2023Q1,Both sexes,Less than primary (Level 0),50 - 54 years,,,
2023Q1,Both sexes,Less than primary (Level 0),55 - 59 years,,,
2023Q1,Both sexes,Less than primary (Level 0),55 - 74 years,,,
2023Q1,Both sexes,Less than primary (Level 0),60 - 64 years,,,
2023Q1,Both sexes,Less than primary (Level 0),All ages,,,
2023Q1,Both sexes,Level of education - not stated,15 - 24 years,,,
2023Q1,Both sexes,Level of education - not stated,20 - 24 years,,,
2023Q1,Both sexes,Level of education - not stated,25 - 29 years,,,
2023Q1,Both sexes,Level of education - not stated,25 - 54 years,71.4,,
2023Q1,Both sexes,Level of education - not stated,30 - 34 years,,,
2023Q1,Both sexes,Level of education - not stated,35 - 39 years,,,
2023Q1,Both sexes,Level of education - not stated,40 - 44 years,82.8,,
2023Q1,Both sexes,Level of education - not stated,45 - 49 years,66.7,,
2023Q1,Both sexes,Level of education - not stated,50 - 54 years,,,
2023Q1,Both sexes,Level of education - not stated,55 - 59 years,,,
2023Q1,Both sexes,Level of education - not stated,55 - 74 years,,,
2023Q1,Both sexes,Level of education - not stated,60 - 64 years,,,
2023Q1,Both sexes,Level of education - not stated,All ages,67.8,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),15 - 24 years,,8.6,
2023Q1,Both sexes,Levels of Education (Levels  0-8),20 - 24 years,69.0,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),25 - 29 years,80.1,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),25 - 54 years,83.3,3.5,1.0
2023Q1,Both sexes,Levels of Education (Levels  0-8),30 - 34 years,83.6,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),35 - 39 years,83.9,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,85.1,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,84.9,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,81.0,,
2023Q1,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,74.9,,
